id,canonicalSmiles,inchiKey,drugType,blackBoxWarning,name,maximumClinicalTrialPhase,hasBeenWithdrawn,isApproved,tradeNames,synonyms,childChemblIds,description,crossReferences.Wikipedia,crossReferences.drugbank,linkedDiseases.rows,linkedDiseases.count,linkedTargets.rows,linkedTargets.count,yearOfFirstApproval,parentId,crossReferences.DailyMed,crossReferences.PubChem,crossReferences.chEBI,crossReferences.EMA,crossReferences.USAN,crossReferences.TG-GATEs,crossReferences.DrugCentral,crossReferences.INN
CHEMBL2103797,Cc1cn([C@H]2C[C@H](OP(=O)([O-])OC[C@H]3O[C@@H](n4cc(C)c(=O)[nH]c4=O)C[C@@H]3O)[C@@H](COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(=O)[nH]c(N)nc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(=O)[nH]c4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4ccc(N)nc4=O)O[C@@H]3COP(=O)([O-])O[C@H]3[C@@H](O)[C@H](n4cnc5c(N)ncnc54)O[C@@H]3CO)O2)c(=O)[nH]c1=O.[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],JKXXLIACMWFHSH-FIIWBELYSA-A,Oligonucleotide,False,BEVASIRANIB SODIUM,-1.0,False,False,[],"['Bevasiranib sodium', 'CAND5']",,Oligonucleotide drug.,,,,,"['ENSG00000112715', 'ENSG00000164342']",2,,CHEMBL2110581,,,,,,,,
CHEMBL3545132,,,Antibody drug conjugate,False,MIRVETUXIMAB SORAVTANSINE,4.0,False,True,['Elahere'],"['Elahere', 'IMGN-853', 'IMGN853', 'Mirvetuximab soravtansine', 'Mirvetuximab soravtansine gynx', 'Mirvetuximab soravtansine-gynx']",,Antibody drug conjugate drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2022 and has 4 approved and 5 investigational indications.,,,"['EFO_1001100', 'MONDO_0011962', 'MONDO_0018364', 'MONDO_0007254', 'EFO_0000616', 'MONDO_0002158', 'MONDO_0008170', 'EFO_0005537', 'MONDO_0021092']",9.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014', 'ENSG00000110195']",16,2022.0,,,,,,,,,
CHEMBL3545381,,,Small molecule,False,PLX-7486,1.0,False,False,[],['Plx-7486'],,Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication.,,,['MONDO_0002171'],1.0,"['ENSG00000198400', 'ENSG00000140538', 'ENSG00000182578', 'ENSG00000148053']",4,,,,,,,,,,
CHEMBL4297232,,,Unknown,False,DICLOFENAC ETALHYALURONATE SODIUM,-1.0,False,False,[],"['Diclofenac etalhyaluronate sodium', 'SI-613 SODIUM']",,Unknown drug.,,,,,"['ENSG00000073756', 'ENSG00000095303']",2,,,,,,,,,,
CHEMBL4297728,,,Antibody,False,CIRMTUZUMAB,3.0,False,False,[],"['Cirmtuzumab', 'UC-961', 'Zilovertamab']",,Antibody drug with a maximum clinical trial phase of III (across all indications) and has 10 investigational indications.,,,"['MONDO_0001056', 'EFO_0002618', 'EFO_0003060', 'MONDO_0008170', 'EFO_0008528', 'EFO_0000096', 'MONDO_0008315', 'EFO_0005537', 'EFO_0000403', 'EFO_0000095']",10.0,['ENSG00000185483'],1,,,,,,,,,,
CHEMBL4298212,,,Antibody,False,RAVAGALIMAB,2.0,False,False,[],"['ABBV-323', 'PR-1629977', 'Ravagalimab']",,Antibody drug with a maximum clinical trial phase of II (across all indications) and has 4 investigational indications.,,,"['EFO_0000729', 'EFO_0000699', 'EFO_0005809', 'MP_0001845']",4.0,['ENSG00000102245'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/RAVAGALIMAB/relevant/1/'],,,
CHEMBL4594311,,,Gene,False,BETIBEGLOGENE AUTOTEMCEL,4.0,False,True,['Zynteglo'],"['BB-305', 'Betibeglogene autotemcel', 'LentiGlobin BB305', 'Zynteglo']",,Gene drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2019 and is indicated for beta-thalassemia and beta-thalassemia major and has 1 investigational indication.,,,"['MONDO_0011382', 'Orphanet_848', 'MONDO_0016486']",3.0,['ENSG00000244734'],1,2019.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/zynteglo'],,,,
CHEMBL4650230,CN1CCC2(CC1)NCC(=O)N2Cc1ccccc1,BSQPTZYKCAULBH-UHFFFAOYSA-N,Small molecule,False,SIMUFILAM,3.0,False,False,['Filora'],"['C-0105', 'C0105', 'C0105M', 'PTI-125', 'PTI-910', 'Simufilam']",['CHEMBL4650231'],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 3 investigational indications.,,,"['MONDO_0004975', 'MONDO_0004975', 'EFO_0000616', 'EFO_0000616']",4.0,['ENSG00000196924'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/SIMUFILAM/relevant/1/'],,,
CHEMBL522892,CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,PIQCTGMSNWUMAF-UHFFFAOYSA-N,Small molecule,False,DOVITINIB,3.0,False,False,[],"['CHIR-258', 'Dovitinib', 'GFKI-258', 'NVP-TKI258', 'TKI-258', 'Tki-258']",['CHEMBL4297063'],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 25 investigational indications.,,['DB05928'],"['EFO_0000182', 'MONDO_0008667', 'EFO_0000222', 'MONDO_0008315', 'EFO_1001465', 'MONDO_0011719', 'MONDO_0005184', 'EFO_0001378', 'MONDO_0007254', 'MONDO_0001187', 'EFO_0003060', 'EFO_0000231', 'EFO_1000796', 'EFO_0003060', 'MONDO_0002108', 'EFO_0000519', 'EFO_0000756', 'MONDO_0001056', 'EFO_0000770', 'EFO_0000349', 'MONDO_0004992', 'MONDO_0011962', 'EFO_0000681', 'EFO_0000616', 'EFO_0003863']",25.0,"['ENSG00000122025', 'ENSG00000113721', 'ENSG00000134853', 'ENSG00000068078', 'ENSG00000102755', 'ENSG00000037280', 'ENSG00000128052', 'ENSG00000157404']",8,,,,"['103904684', '137275871', '50100092']",,,,,,
CHEMBL1046,NCCCCCC(=O)O,SLXKOJJOQWFEFD-UHFFFAOYSA-N,Small molecule,False,AMINOCAPROIC ACID,4.0,False,True,"['Amicar', 'Aminocaproic', 'Aminocaproic acid', 'Epsikapron']","['.epsilon.-aminocaproic acid', '177 J.D', '177 J.D.', '177 JD', '177-JD', '6-aminocaproic acid', 'Aminocaproic acid', 'CL 10304', 'CL-10304', 'CY-116', 'EACA', 'Epsilcapramin', 'Epsilon-aminocaproic acid', 'Hexanoic acid, 6-amino-', 'NSC-26154', 'NSC-400230']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1964 and is indicated for hemorrhage and has 4 investigational indications.,['Aminocaproic_acid'],['DB00513'],"['EFO_0005775', 'MP_0001914', 'EFO_1000760', 'MONDO_0015469', 'MP_0001845']",5.0,"['ENSG00000104368', 'ENSG00000122194']",2,1964.0,,['aminocaproic%20acid'],"['11110778', '11110779', '144203632', '170465057', '174007004', '26747439', '26747440', '50105811', '50105812', '57260392', '85230919', '90341441']",['16586'],,,,,
CHEMBL1200440,Cc1cccc(C)c1NC(=O)C1CCCCN1C.Cl,RETIMRUQNCDCQB-UHFFFAOYSA-N,Small molecule,False,MEPIVACAINE HYDROCHLORIDE,4.0,False,True,"['Arestocaine hydrochloride', 'Carbocaine', 'Isocaine hydrochloride', 'Mepivacaine hydrochloride', 'Polocaine', 'Polocaine-mpf', 'Scandicaine', 'Scandonest', 'Scandonest plain']","['Mepivacaine hcl', 'Mepivacaine hydrochloride', 'Mepivacaine monohydrochloride', 'NSC-758674', 'Optocain', 'Scandicain']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1960.,,,,,"['ENSG00000144285', 'ENSG00000183873', 'ENSG00000007314', 'ENSG00000136546', 'ENSG00000136531', 'ENSG00000169432', 'ENSG00000153253', 'ENSG00000168356', 'ENSG00000196876', 'ENSG00000185313']",10,1960.0,CHEMBL1087,['mepivacaine%20hydrochloride'],"['144204977', '26748921', '56424124']",['6760'],,,,,
CHEMBL1256,FC(F)OC(Cl)C(F)(F)F,PIWKPBJCKXDKJR-UHFFFAOYSA-N,Small molecule,False,ISOFLURANE,4.0,False,True,"['Aerrane', 'Forane', 'Isoflurane']","['COMPOUND 469', 'COMPOUND-469', 'Isoflurane']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1979 and has 6 investigational indications.,['Isoflurane'],['DB00753'],"['EFO_0005611', 'HP_0000023', 'EFO_0009686', 'MONDO_0100096', 'EFO_0000713', 'EFO_0003777']",6.0,"['ENSG00000100433', 'ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863', 'ENSG00000082482', 'ENSG00000169427', 'ENSG00000171303', 'ENSG00000145888', 'ENSG00000109738', 'ENSG00000186795']",23,1979.0,,['isoflurane'],"['144206238', '144208029', '50125772']",['6015'],,,,,
CHEMBL1274,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O,XWXYUMMDTVBTOU-UHFFFAOYSA-N,Small molecule,True,NILUTAMIDE,4.0,False,True,"['Anadron', 'Nilandron', 'Nilutamide']","['NSC-758683', 'Nilutamide', 'RU 23908', 'RU-23908']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and has 4 approved and 1 investigational indication. This drug has a black box warning from the FDA.,['Nilutamide'],['DB00665'],"['MONDO_0008315', 'MONDO_0008315', 'EFO_0000196', 'EFO_0000673', 'EFO_0000616']",5.0,['ENSG00000169083'],1,1996.0,,['nilutamide'],"['104171203', '11111555', '11111556', '11114201', '124880925', '124880926', '144203764', '144211906', '170465021', '174007285', '26747174', '26747175', '26752242', '50104947', '50104948', '50104949', '50104950', '56463082', '85231160', '90341288']",['7573'],,,,,
CHEMBL1683590,C=C1C[C@@H]2CC[C@@]34C[C@H]5O[C@H]6[C@@H](O3)[C@H]3O[C@H](CC[C@@H]3O[C@H]6[C@H]5O4)CC(=O)C[C@@H]3[C@@H](OC)[C@@H](C[C@H](O)CN)O[C@H]3C[C@H]3O[C@@H](CC[C@@H]1O2)C[C@@H](C)C3=C,UFNVPOGXISZXJD-JBQZKEIOSA-N,Small molecule,False,ERIBULIN,4.0,False,True,['Halaven'],"['ER-086526', 'Eribulin']","['CHEMBL1683544', 'CHEMBL3526882']",Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2010 and has 6 approved and 33 investigational indications.,,['DB08871'],"['MONDO_0001187', 'EFO_0000569', 'MONDO_0004992', 'EFO_0008528', 'MONDO_0004669', 'EFO_0006859', 'Orphanet_145', 'EFO_1001968', 'EFO_0000681', 'EFO_0002617', 'MONDO_0004192', 'EFO_0000691', 'EFO_1000251', 'MONDO_0015523', 'MONDO_0002974', 'EFO_0000389', 'EFO_0000305', 'MONDO_0007254', 'EFO_0005537', 'MONDO_0007254', 'EFO_0001075', 'MONDO_0004992', 'EFO_0003968', 'EFO_0003060', 'EFO_0000616', 'EFO_0000574', 'EFO_0000637', 'EFO_1000984', 'EFO_0000616', 'EFO_0000673', 'EFO_0006861', 'MONDO_0021632', 'MONDO_0016238', 'EFO_0000305', 'EFO_1000613', 'EFO_0003869', 'EFO_0003060', 'EFO_0005537', 'MONDO_0008315']",39.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",15,2010.0,,,,['63587'],,,,,
CHEMBL3545091,,,Small molecule,False,XEN403,1.0,False,False,[],['Xen403'],,Small molecule drug with a maximum clinical trial phase of I.,,,,,['ENSG00000169432'],1,,,,,,,,,,
CHEMBL3545232,Cc1ccc(-c2ccc(OC3CN4CCC3CC4)cn2)cc1,NPDLTEZXGWRMLQ-UHFFFAOYSA-N,Small molecule,False,AQW051,2.0,False,False,[],['Aqw051'],,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 3 investigational indications.,,,"['MONDO_0005090', 'HP_0100543', 'MONDO_0004975']",3.0,['ENSG00000175344'],1,,,,,,,,,,
CHEMBL3833307,,,Antibody,False,SATRALIZUMAB,4.0,False,True,['Enspryng'],"['RG6168', 'SA-237', 'SA237', 'Sapelizumab', 'Satralizumab', 'Satralizumab mwge', 'Satralizumab-mwge']",,Antibody drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2020 and is indicated for immune system disease and neuromyelitis optica and has 3 investigational indications.,,,"['EFO_0000540', 'EFO_0004256', 'EFO_0004991', 'EFO_0007332', 'EFO_0001361']",5.0,"['ENSG00000160712', 'ENSG00000134352']",2,2020.0,,,,,['https://www.ema.europa.eu/en/medicines/human/EPAR/enspryng'],,,,
CHEMBL4072833,C=CC(=O)N1CCC(CNc2ncnc(N)c2-c2ccc(Oc3ccccc3)cc2)CC1,QUIWHXQETADMGN-UHFFFAOYSA-N,Small molecule,False,EVOBRUTINIB,3.0,False,False,[],"['Evobrutinib', 'M-2951', 'M2951', 'Msc-2364447c', 'Msc2364447c']",,Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications.,,['DB15170'],"['EFO_0003929', 'EFO_0000685', 'MONDO_0005301', 'EFO_0003086', 'MONDO_0007915']",5.0,['ENSG00000010671'],1,,,,,,,['https://searchusan.ama-assn.org/finder/usan/search/EVOBRUTINIB/relevant/1/'],,,
CHEMBL428690,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1,BIIVYFLTOXDAOV-YVEFUNNKSA-N,Small molecule,False,ALVOCIDIB,3.0,False,False,[],"['Alvocidib', 'Alvocidib freebase', 'Flavopiridol', 'HL 275', 'HL-275', 'HMR 1275', 'HMR-1275', 'L 86 8275', 'L-868275', 'L86-8275', 'MDL 107,826A', 'MDL-107826A', 'NSC-649890']",['CHEMBL2105698'],Small molecule drug with a maximum clinical trial phase of III (across all indications) and has 26 investigational indications.,['Alvocidib'],['DB03496'],"['EFO_0001378', 'MONDO_0007254', 'EFO_1001469', 'EFO_0009441', 'EFO_0000095', 'EFO_0000616', 'EFO_0000222', 'MONDO_0018906', 'EFO_0000222', 'EFO_0000691', 'EFO_0000191', 'EFO_0000565', 'EFO_0006861', 'MONDO_0008315', 'MONDO_0001023', 'EFO_0001642', 'MONDO_0007576', 'MONDO_0002691', 'EFO_0000403', 'EFO_0000389', 'EFO_0001378', 'EFO_0000095', 'EFO_0000574', 'MONDO_0001023', 'MONDO_0002367', 'MONDO_0011962']",26.0,"['ENSG00000105810', 'ENSG00000135446', 'ENSG00000170312', 'ENSG00000134058', 'ENSG00000136807', 'ENSG00000123374']",6,,,,,,,,,,
CHEMBL4297268,COC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(C)=O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C[C@@](O)([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C,AHXICHPPXIGCBN-GPWPDEGDSA-N,Small molecule,False,BMS-275183,2.0,False,False,[],"['Bms 275183', 'Bms-275183']",,Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications.,,['DB12144'],"['EFO_0000616', 'EFO_0003060']",2.0,"['ENSG00000188229', 'ENSG00000101162', 'ENSG00000198033', 'ENSG00000127824', 'ENSG00000258947', 'ENSG00000167552', 'ENSG00000104833', 'ENSG00000261456', 'ENSG00000196230', 'ENSG00000123416', 'ENSG00000167553', 'ENSG00000152086', 'ENSG00000137267', 'ENSG00000137285', 'ENSG00000176014']",15,,,,,,,,,,
CHEMBL1200710,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21.Cl,WIMWMKZEIBHDTH-UHFFFAOYSA-N,Small molecule,True,CLOMIPRAMINE HYDROCHLORIDE,4.0,False,True,"['Anafranil', 'Anafranil sr', 'Chlorimipramine', 'Clomicalm', 'Clomipramine hydrochloride', 'Tranquax']","['Clomipramine hcl', 'Clomipramine hydrochloride', 'G 34586', 'G-34586', 'NSC-759323']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1989 and is indicated for obsessive-compulsive disorder and has 1 investigational indication. This drug has a black box warning from the FDA.,,,"['MONDO_0002050', 'EFO_0004242']",2.0,['ENSG00000108576'],1,1989.0,CHEMBL415,['clomipramine%20hydrochloride'],"['144212136', '26747483', '50106071', '56422907', '855785']",['3755'],['https://www.ema.europa.eu/en/medicines/veterinary/EPAR/clomicalm'],,,,
CHEMBL1277001,CC(C)S(=O)(=O)NC[C@H](C)c1ccc(-c2ccc(CCNS(C)(=O)=O)cc2)cc1,ULRDYYKSPCRXAJ-KRWDZBQOSA-N,Small molecule,False,MIBAMPATOR,2.0,False,False,[],"['LY 451395', 'LY-451395', 'LY451395', 'Mibampator']",,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,['DB12717'],['MONDO_0004975'],1.0,"['ENSG00000152578', 'ENSG00000125675', 'ENSG00000120251', 'ENSG00000155511']",4,,,,,,,,,,
CHEMBL3545174,,,Small molecule,False,GSK2881078,2.0,False,False,[],['Gsk2881078'],,Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication.,,,['HP_0004326'],1.0,['ENSG00000169083'],1,,,,,,,,,,
CHEMBL1373,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1,YFGHCGITMMYXAQ-UHFFFAOYSA-N,Small molecule,False,MODAFINIL,4.0,False,True,"['Modafinil', 'Provigil']","['CEP 1538', 'CEP-1538', 'CRC-40476', 'CRL 40476', 'CRL-40476', 'DEP-1538', 'Modafinil', 'Modafinil civ', 'Modaphonil', 'Modiodal', 'NSC-751178', 'NSC-759110', 'THN-102 COMPONENT MODAFINIL', 'THN102 COMPONENT MODAFINIL']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1998 and has 4 approved and 32 investigational indications.,['Modafinil'],['DB00745'],"['EFO_0004698', 'EFO_0003925', 'EFO_0003768', 'HP_0100543', 'EFO_0002610', 'EFO_0007454', 'MONDO_0002050', 'MONDO_0005180', 'EFO_0008568', 'EFO_0005411', 'EFO_0005252', 'HP_0000360', 'EFO_0003833', 'EFO_0004701', 'MONDO_0008170', 'HP_0003419', 'EFO_0005611', 'EFO_0002617', 'MONDO_0004975', 'EFO_0003877', 'EFO_0003918', 'MONDO_0002491', 'EFO_0001358', 'EFO_0000712', 'MONDO_0016158', 'EFO_0000756', 'MONDO_0005090', 'HP_0002015', 'EFO_0003890', 'MONDO_0021107', 'HP_0012378', 'MONDO_0007079', 'EFO_0003888', 'MONDO_0005301', 'EFO_0000174', 'MONDO_0002009']",36.0,['ENSG00000142319'],1,1998.0,,['modafinil'],"['144205023', '170465042', '26719679', '26749058', '26753746']",['77585'],,,,,
CHEMBL440,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,XLOMZPUITCYLMJ-UHFFFAOYSA-N,Small molecule,False,THIAMYLAL,4.0,False,True,[],"['NSC-120815', 'Thiamylal']",['CHEMBL1201065'],Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982.,['Thiamylal'],['DB01154'],,,"['ENSG00000022355', 'ENSG00000145864', 'ENSG00000113327', 'ENSG00000166206', 'ENSG00000109158', 'ENSG00000182256', 'ENSG00000268089', 'ENSG00000011677', 'ENSG00000094755', 'ENSG00000187730', 'ENSG00000163285', 'ENSG00000163288', 'ENSG00000102287', 'ENSG00000151834', 'ENSG00000186297', 'ENSG00000145863']",16,1982.0,,,,['9536'],,,,,
CHEMBL4594262,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl.O=C(O)c1ccccc1,RVPCEXXEUXIPEO-UHFFFAOYSA-N,Small molecule,False,AMLODIPINE BENZOATE,4.0,False,True,['Katerzia'],[],,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 2019 and is indicated for hypertension.,,,['EFO_0000537'],1.0,"['ENSG00000151067', 'ENSG00000081248', 'ENSG00000157388', 'ENSG00000102001']",4,2019.0,CHEMBL1491,['amlodipine%20benzoate'],,,,,,,
CHEMBL512351,COc1ccc(NC(=O)c2ccc(C(=N)N(C)C)cc2)c(C(=O)Nc2ccc(Cl)cn2)c1,XHOLNRLADUSQLD-UHFFFAOYSA-N,Small molecule,True,BETRIXABAN,4.0,False,True,['Bevyxxa'],"['Betrixaban', 'Betrixaban maleate', 'PRT-054021', 'PRT054021']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2017 and is indicated for venous thromboembolism and recurrent thrombophlebitis and has 6 investigational indications. This drug has a black box warning from the FDA.,['Betrixaban'],['DB12364'],"['EFO_0000275', 'EFO_0001421', 'EFO_0003911', 'EFO_0003086', 'EFO_0004286', 'HP_0001907', 'MP_0001914', 'HP_0004419']",8.0,['ENSG00000126218'],1,2017.0,,,,,,,,,
CHEMBL1082407,CNC(=O)c1ccc(N2C(=S)N(c3ccc(C#N)c(C(F)(F)F)c3)C(=O)C2(C)C)cc1F,WXCXUHSOUPDCQV-UHFFFAOYSA-N,Small molecule,False,ENZALUTAMIDE,4.0,False,True,['Xtandi'],"['Enzalutamide', 'MDV-3100', 'MDV3100', 'Mdv 3100']",['CHEMBL4594421'],Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2012 and has 6 approved and 17 investigational indications.,,['DB08899'],"['EFO_1001469', 'EFO_0007532', 'EFO_0001421', 'MONDO_0008315', 'EFO_0001663', 'MONDO_0008315', 'EFO_0000349', 'EFO_0003086', 'MONDO_0004992', 'MONDO_0008170', 'MONDO_0008315', 'EFO_0000673', 'EFO_0000616', 'MONDO_0100096', 'EFO_0000196', 'EFO_0002618', 'EFO_0000182', 'EFO_0000616', 'MONDO_0100096', 'EFO_0005537', 'MONDO_0001187', 'EFO_0000313', 'MONDO_0007254']",23.0,['ENSG00000169083'],1,2012.0,,['enzalutamide'],['137275964'],['68534'],['https://www.ema.europa.eu/en/medicines/human/EPAR/xtandi'],,,,
CHEMBL1200595,CC(C)(N)Cc1ccc(Cl)cc1.Cl,WEJDYJKJPUPMLH-UHFFFAOYSA-N,Small molecule,False,CHLORPHENTERMINE HYDROCHLORIDE,4.0,True,True,['Pre-sate'],"['Chlorphentermine hcl', 'Chlorphentermine hydrochloride', 'NSC-76098', 'S-62', 'W 2426', 'W-2426']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982. It was withdrawn in at least one region.,,,,,['ENSG00000108576'],1,1982.0,CHEMBL1201269,,"['144205357', '170465307']",,,,,,
CHEMBL1280,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl,DOQPXTMNIUCOSY-UHFFFAOYSA-N,Small molecule,False,VERAPAMIL HYDROCHLORIDE,4.0,False,True,"['Berkatens', 'Calan', 'Calan sr', 'Cordilox', 'Cordilox i.v.', 'Cordilox mr 240', 'Covera-hs', 'Ethimil mr 240', 'Geangin', 'Half securon sr', 'Isoptin', 'Isoptin Sr', 'Manidon sr', 'Ranvera mr', 'Securon', 'Securon iv', 'Securon mid', 'Securon sr', 'Univer', 'Vera-til sr', 'Verapamil hydrochloride', 'Verapress mr 240', 'Verelan', 'Verelan pm', 'Vertab sr 240', 'Zolvera']","['CP-16533-1', 'LU-20175', 'NSC-272366', 'NSC-657799', 'Verapamil hcl', 'Verapamil hydrochloride', 'Verapamili hydrochloridum']",,Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1981 and has 3 approved and 4 investigational indications.,,,"['EFO_0000319', 'EFO_0004269', 'EFO_0000400', 'EFO_0003144', 'EFO_0000183', 'EFO_0000275', 'EFO_0000537']",7.0,"['ENSG00000151067', 'ENSG00000081248', 'ENSG00000157388', 'ENSG00000102001']",4,1981.0,CHEMBL6966,['verapamil%20hydrochloride'],"['144208378', '17388668', '26747697', '26747698', '49718106', '50107178', '50107179', '50107180', '507863', '856000']",,,,,,
CHEMBL15870,CC(C(=O)O)c1ccc(N2Cc3ccccc3C2=O)cc1,RJMIEHBSYVWVIN-UHFFFAOYSA-N,Small molecule,False,INDOPROFEN,4.0,True,True,[],"['Bor-ind', 'Flosin', 'Flosint', 'Indoprofen', 'Isindone', 'K 4277', 'K-4277', 'NSC-757065', 'Praxis', 'Reumofene']",,Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1979 and is indicated for rheumatic disease. It was withdrawn in at least one region.,['Indoprofen'],['DB08951'],['EFO_0005755'],1.0,"['ENSG00000073756', 'ENSG00000095303']",2,1979.0,,,"['11532964', '144204869', '26748086']",['76162'],,,,,
CHEMBL2107890,,,Antibody drug conjugate,False,TAPLITUMOMAB PAPTOX,2.0,False,False,[],['Taplitumomab paptox'],,Antibody drug conjugate drug with a maximum clinical trial phase of II.,,,,,['ENSG00000177455'],1,,,,,,,,,,
